qN	qID	type	question	DRS-question	DRS-Ont-question	SPARQL-question	Result-question	template-id	SPARQL
11	Q0008	SINGLE_FACT	 "What is the ORCID of the person Matti R.?" 	dEntities=[ DEntity(X2, orcid, ORCID, NOUN, the, 4, null),  DEntity(X3, person, person, NOUN, the, 7, null)],  dConditions=[ DCondition(X2, has_text, orcid, propriedades= [] --- []),  DCondition(X3, has_text, person, propriedades= [] --- []),  DCondition(X3, has_name, Matti R.?, propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, orcid, ORCID, NOUN, the, null, ConceptPerson),  DEntity(X2, person, person, NOUN, the, null, Person),  DEntity(X3, null, null, null, null, null, Query),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, orcid, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, person, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Matti R.?, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X1, of, X2, propriedades= [conc_of_Person] --- []),  DCondition(X3, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [select] --- []),  DCondition(X3, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 12  numEntitiesNOk = 0  numClassesOk = 1]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Matti R.","i")) . ?person1 ?prop1 ?conceptPerson1 . filter (regex(?prop,"orcid","i")). } 	4	TC03	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/r/MattiRossi> <https://dblp.org/rdf/schema#orcid> ?answer }" }
12	Q0018	SINGLE_FACT	 "Mention the ORCID of the researcher El-Gayar, Omar F.." 	dEntities=[ DEntity(X1, mention, Mention, VERB, null, 1, null),  DEntity(X2, orcid, ORCID, NOUN, the, 3, null),  DEntity(X3, researcher, researcher, NOUN, the, 6, null)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- []),  DCondition(X2, has_text, orcid, propriedades= [] --- []),  DCondition(X3, has_text, researcher, propriedades= [] --- []),  DCondition(X3, has_name, El Gayar, propriedades= [] --- []),  DCondition(X3, has_name, Omar F., propriedades= [] --- []),  DCondition(X1, obj, X2, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	DEntity(X1, mention, Mention, VERB, null, null, Query),  DEntity(X2, orcid, ORCID, NOUN, the, null, ConceptPerson),  DEntity(X3, researcher, researcher, NOUN, the, null, Person),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, orcid, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_text, researcher, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, El Gayar, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Omar F., propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, obj, X2, propriedades= [select] --- []),  DCondition(X2, of, X3, propriedades= [conc_of_Person] --- []),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 8  numEntitiesNOk = 0  numClassesOk = 2]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"El-Gayar.","i")) . filter (regex(?personName1,"Omar F.","i")) . ?person1 ?prop1 ?conceptPerson1 . filter (regex(?prop,"orcid","i")). } 	4	TC03	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/16/304> <https://dblp.org/rdf/schema#orcid> ?answer }" }
13	Q0021	SINGLE_FACT	 "What is the ORCID of the person Goele Pipeleers?" 	dEntities=[ DEntity(X2, orcid, ORCID, NOUN, the, 4, null),  DEntity(X3, person, person, NOUN, the, 7, null)],  dConditions=[ DCondition(X2, has_text, orcid, propriedades= [] --- []),  DCondition(X3, has_text, person, propriedades= [] --- []),  DCondition(X3, has_name, Goele Pipeleer, propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, orcid, ORCID, NOUN, the, null, ConceptPerson),  DEntity(X2, person, person, NOUN, the, null, Person),  DEntity(X3, null, null, null, null, null, Query),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, orcid, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, person, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Goele Pipeleer, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X1, of, X2, propriedades= [conc_of_Person] --- []),  DCondition(X3, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [select] --- []),  DCondition(X3, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 12  numEntitiesNOk = 0  numClassesOk = 1	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Goele Pipeleers","i")) . ?person1 ?prop1 ?conceptPerson1 . filter (regex(?prop,"orcid","i")) . } 	4	TC03	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/98/4973> <https://dblp.org/rdf/schema#orcid> ?answer }" }
14	Q0024	SINGLE_FACT	 "What is the ORCID of the person Hirschfeld, James W. P.?" 	dEntities=[ DEntity(X2, orcid, ORCID, NOUN, the, 4, null),  DEntity(X3, person, person, NOUN, the, 7, null)],  dConditions=[ DCondition(X2, has_text, orcid, propriedades= [] --- []),  DCondition(X3, has_text, person, propriedades= [] --- []),  DCondition(X3, has_name, Hirschfeld, propriedades= [] --- []),  DCondition(X3, has_name, James W. P., propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, orcid, ORCID, NOUN, the, null, ConceptPerson),  DEntity(X2, person, person, NOUN, the, null, Person),  DEntity(X3, null, null, null, null, null, Query),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, orcid, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, person, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Hirschfeld, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, James W. P., propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X1, of, X2, propriedades= [conc_of_Person] --- []),  DCondition(X3, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [select] --- []),  DCondition(X3, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 12  numEntitiesNOk = 0  numClassesOk = 2]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Hirschfeld.","i")). filter (regex(?personName1,"James W. P.","i")). ?person1?prop1 ?conceptPerson1. filter (regex(?prop,"orcid","i")). } 	4	TC03	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/h/JWPHirschfeld> <https://dblp.org/rdf/schema#orcid> ?answer }" }
15	Q0029	SINGLE_FACT	 "Mention the ORCID of the researcher Turcanu, Ion." 	dEntities=[ DEntity(X1, mention, Mention, VERB, null, 1, null),  DEntity(X2, orcid, ORCID, NOUN, the, 3, null),  DEntity(X3, researcher, researcher, NOUN, the, 6, null)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- []),  DCondition(X2, has_text, orcid, propriedades= [] --- []),  DCondition(X3, has_text, researcher, propriedades= [] --- []),  DCondition(X3, has_name, Ion Turcanu, propriedades= [] --- []),  DCondition(X1, obj, X2, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, mention, Mention, VERB, null, null, Query),  DEntity(X2, orcid, ORCID, NOUN, the, null, ConceptPerson),  DEntity(X3, researcher, researcher, NOUN, the, null, Person),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, orcid, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_text, researcher, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Ion Turcanu, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, obj, X2, propriedades= [select] --- []),  DCondition(X2, of, X3, propriedades= [conc_of_Person] --- []),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 8  numEntitiesNOk = 0  numClassesOk = 2	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Ion Turcanu","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"orcid","i")). } 	4	TC03	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/170/2615> <https://dblp.org/rdf/schema#orcid> ?answer }" }
16	Q0001	SINGLE_FACT	 "Show the Wikidata ID of the person Robert Schober." 	dEntities=[ DEntity(X1, show, Show, VERB, null, 1, null),  DEntity(X2, Wikidata, Wikidata, PROPN, null, 3, null),  DEntity(X3, id, ID, NOUN, the, 4, null),  DEntity(X4, person, person, NOUN, the, 7, null)],  dConditions=[ DCondition(X1, has_text, show, propriedades= [] --- []),  DCondition(X2, has_name, Wikidata, propriedades= [] --- []),  DCondition(X3, has_text, id, propriedades= [] --- []),  DCondition(X4, has_text, person, propriedades= [] --- []),  DCondition(X4, has_name, Robert Schober, propriedades= [] --- []),  DCondition(X3, of, X2, propriedades= [] --- []),  DCondition(X1, obj, X3, propriedades= [] --- []),  DCondition(X3, of, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, show, Show, VERB, null, null, Query),  DEntity(X2, Wikidata, Wikidata, PROPN, null, null, ConceptPerson),  DEntity(X3, id, ID, NOUN, the, null, ConceptPerson),  DEntity(X4, person, person, NOUN, the, null, Person),  DEntity(X5, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, show, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Wikidata, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_text, id, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X4, has_text, person, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, Robert Schober, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, of, X2, propriedades= [conc_of_conc_Person] --- []),  DCondition(X1, obj, X3, propriedades= [select] --- []),  DCondition(X3, of, X4, propriedades= [conc_of_Person] --- []),  DCondition(X5, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X5, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 12  numEntitiesNOk = 0  numClassesOk = 3]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Robert Schober","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"wikidata","i")). }	4	TC04	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/95/2265> <https://dblp.org/rdf/schema#wikidata> ?answer }" }
17	Q0006	SINGLE_FACT	 "What is the Wikidata ID of Pablo G. Tahoces?" 	DEntity(X1, Wikidata, Wikidata, PROPN, null, 4, null),  DEntity(X2, id, ID, NOUN, the, 5, null),  DEntity(X3, Pablo G. Tahoce, Pablo, PROPN, null, 7, null)],  dConditions=[ DCondition(X1, has_name, Wikidata, propriedades= [] --- []),  DCondition(X2, has_text, id, propriedades= [] --- []),  DCondition(X3, has_name, Pablo G. Tahoce, propriedades= [] --- []),  DCondition(X2, of, X1, propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, Wikidata, Wikidata, PROPN, null, null, ConceptPerson),  DEntity(X2, id, ID, NOUN, the, null, ConceptPerson),  DEntity(X3, Pablo G. Tahoce, Pablo, PROPN, null, null, Person),  DEntity(X4, null, null, null, null, null, Query),  DEntity(X5, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_name, Wikidata, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, id, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_name, Pablo G. Tahoce, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, of, X1, propriedades= [conc_of_conc_Person] --- []),  DCondition(X2, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, of, X3, propriedades= [conc_of_Person] --- []),  DCondition(X4, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obj, X2, propriedades= [select] --- []),  DCondition(X4, subj, X5, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 16  numEntitiesNOk = 0  numClassesOk = 1]]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Pablo G. Tahoce","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"wikidata","i")). }	4	TC04	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/58/6070> <https://dblp.org/rdf/schema#wikidata> ?answer }" }
18	Q0022	SINGLE_FACT	 "The author Daniel S. Weld is associated with which Wikidata identifier?" 	dEntities=[ DEntity(X1, author, author, NOUN, the, 2, null),  DEntity(X3, associate, associated, VERB, null, 7, null),  DEntity(X4, identifier, identifier, NOUN, which, 11, null)],  dConditions=[ DCondition(X1, has_text, author, propriedades= [] --- []),  DCondition(X1, has_name, Daniel S. Weld, propriedades= [] --- []),  DCondition(X3, has_text, associate, propriedades= [] --- []),  DCondition(X4, has_text, identifier, propriedades= [] --- []),  DCondition(X3, nsubj:pass, X1, propriedades= [] --- []),  DCondition(X4, mod, Wikidata, propriedades= [] --- []),  DCondition(X3, obl_with, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, author, author, NOUN, the, null, Person),  DEntity(X2, associate, associated, VERB, null, null, Associate),  DEntity(X3, identifier, identifier, NOUN, which, null, ConceptPerson),  DEntity(X4, null, null, null, null, null, Query),  DEntity(X5, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, has_name, Daniel S. Weld, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, associate, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_text, identifier, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, nsubj:pass, X1, propriedades= [assoc_Person] --- []),  DCondition(X3, mod, Wikidata, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, obl_with, X3, propriedades= [assoc_ConcPerson] --- []),  DCondition(X4, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obj, X3, propriedades= [select] --- []),  DCondition(X4, subj, X5, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 16  numEntitiesNOk = 0  numClassesOk = 2]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Daniel S. Weld","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"wikidata","i")). }	4	TC04	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/DanielSWeld> <https://dblp.org/rdf/schema#wikidata> ?answer }" }
19	Q0031	SINGLE_FACT	 "What is the Wikidata identifier of the author Borko Furht?" 	dEntities=[ DEntity(X2, Wikidata, Wikidata, PROPN, null, 4, null),  DEntity(X3, identifier, identifier, NOUN, the, 5, null),  DEntity(X4, author, author, NOUN, the, 8, null)],  dConditions=[ DCondition(X2, has_name, Wikidata, propriedades= [] --- []),  DCondition(X3, has_text, identifier, propriedades= [] --- []),  DCondition(X4, has_text, author, propriedades= [] --- []),  DCondition(X4, has_name, Borko Furht, propriedades= [] --- []),  DCondition(X3, of, X2, propriedades= [] --- []),  DCondition(X3, what, true, propriedades= [] --- []),  DCondition(X3, of, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, Wikidata, Wikidata, PROPN, null, null, ConceptPerson),  DEntity(X2, identifier, identifier, NOUN, the, null, ConceptPerson),  DEntity(X3, author, author, NOUN, the, null, Person),  DEntity(X4, null, null, null, null, null, Query),  DEntity(X5, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_name, Wikidata, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, identifier, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_text, author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Borko Furht, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, of, X1, propriedades= [conc_of_conc_Person] --- []),  DCondition(X2, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, of, X3, propriedades= [conc_of_Person] --- []),  DCondition(X4, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obj, X2, propriedades= [select] --- []),  DCondition(X4, subj, X5, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 16  numEntitiesNOk = 0  numClassesOk = 1]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Borko Furht","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"wikidata","i")). }	4	TC04	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/f/BorkoFurht> <https://dblp.org/rdf/schema#wikidata> ?answer }" }
20	Q0047	SINGLE_FACT	 "What is the Wikidata ID of Offutt, A. Jefferson?" 	dEntities=[ DEntity(X2, Wikidata, Wikidata, PROPN, null, 4, null),  DEntity(X3, id, ID, NOUN, the, 5, null),  DEntity(X4, A. Jefferson Offutt, Offutt, PROPN, null, 7, null)],  dConditions=[ DCondition(X2, has_name, Wikidata, propriedades= [] --- []),  DCondition(X3, has_text, id, propriedades= [] --- []),  DCondition(X4, has_name, A. Jefferson Offutt, propriedades= [] --- []),  DCondition(X3, of, X2, propriedades= [] --- []),  DCondition(X3, what, true, propriedades= [] --- []),  DCondition(X3, of, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, Wikidata, Wikidata, PROPN, null, null, ConceptPerson),  DEntity(X2, id, ID, NOUN, the, null, ConceptPerson),  DEntity(X3, A. Jefferson Offutt, Offutt, PROPN, null, null, Person),  DEntity(X4, null, null, null, null, null, Query),  DEntity(X5, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_name, Wikidata, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, id, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X3, has_name, A. Jefferson Offutt, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, of, X1, propriedades= [conc_of_conc_Person] --- []),  DCondition(X2, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, of, X3, propriedades= [conc_of_Person] --- []),  DCondition(X4, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obj, X2, propriedades= [select] --- []),  DCondition(X4, subj, X5, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 16  numEntitiesNOk = 0  numClassesOk = 1]]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"A. Jefferson Offutt","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"wikidata","i")). }	4	TC04	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/o/AJeffersonOffutt> <https://dblp.org/rdf/schema#wikidata> ?answer }" }
21	Q0003	SINGLE_FACT	 "What is the webpage of the person Mohammad Soleymani?" 	dEntities=[ DEntity(X2, webpage, webpage, NOUN, the, 4, null),  DEntity(X3, person, person, NOUN, the, 7, null)],  dConditions=[ DCondition(X2, has_text, webpage, propriedades= [] --- []),  DCondition(X3, has_text, person, propriedades= [] --- []),  DCondition(X3, has_name, Mohammad Soleymani, propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, webpage, webpage, NOUN, the, null, ConceptPerson),  DEntity(X2, person, person, NOUN, the, null, Person),  DEntity(X3, null, null, null, null, null, Query),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, webpage, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X2, has_text, person, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Mohammad Soleymani, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, what, true, propriedades= [] --- [which, has_name, has_text, who, what, especifica]),  DCondition(X1, of, X2, propriedades= [conc_of_Person] --- []),  DCondition(X3, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [select] --- []),  DCondition(X3, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 0   numPropsOk = 12  numEntitiesNOk = 0  numClassesOk = 1]	SELECT ?conceptPerson1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Mohammad Soleymani","i")). ?person1 ?prop1 ?conceptPerson1. filter (regex(?prop,"webpage","i")). }	4	TC05	{ "sparql": "SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/s/MohammadSoleymani> <https://dblp.org/rdf/schema#webpage> ?answer }" }
